business_id,name,address,city,state,postal_code,data,score
1-27656,FIshook Grille,660 WEST CROSSVILLE,ROSWELL,GA,30075,2015/01/23,96
FSP-060-000586,Five Guys,860 PEACHTREE ST STE A,ATLANTA,GA,30308,2015/01/28,100
2-31696,Five Guys Burgers & Fries,6297 ROSWELL,SANDY SPRINGS,GA,30328,2015/02/05,100
1-32370,Five Paces Inn,41 IRBY AVE,ATLANTA,GA,30305,2015/03/25,93
1-29224,Flamingo Joes,800 CHEROKEE AVE,ATLANTA,GA,30315,2015/04/02,96
1-28765,Flavor Cafe,236 JOHNSON  FERRY RD STE 100,ATLANTA,GA,30326,2015/03/13,86
FSP-060-001826,Flik Boulevard NAT 12 Express,ONE COCA COLA BLVD,ATLANTA,GA,30313,2015/04/24,99
FSP-060-001830,Flik International CRV Catering Kitchen,ONE COCA COLA PLZ,ATLANTA,GA,30313,2015/04/24,100
FSP-060-000007,Flip Burger Boutique,3655 ROSWELL RD STE 300,ATLANTA,GA,30342,2015/06/01,91
FSP-060-000007,Flip Burger Boutique,3655 ROSWELL RD STE 300,ATLANTA,GA,30342,2015/05/28,65
1-31592,Flip Burger Boutique,1587 HOWELL MILL RD,ATLANTA,GA,30318,2015/05/13,96
1-17493,Fogo De Chao Churrascaria,3101 PIEDMONT RD,ATLANTA,GA,30305,2015/04/09,100
1-12843,Food 101,4969 ROSWELL RD STE 200,ATLANTA,GA,30342,2015/04/23,98
1-12843,Food 101,4969 ROSWELL RD STE 200,ATLANTA,GA,30342,2015/04/15,67
FSP-060-001690,Food Big Apple,1355 PEACHTREE ST STE 102,ATLANTA,GA,30309,2015/05/26,90
1-1213,Food Court,675 WEST PEACHTREE ST STE C-1,ATLANTA,GA,30308,2015/04/24,95
1-30510,Forrest Hill Academy,2930 FORREST HILL DR,ATLANTA,GA,30315,2015/04/16,100
1-1225,Fox Theatre,660 PEACHTREE ST NE,ATLANTA,GA,30308,2015/05/27,100
(1-2856),Foxglove Court,2850 SPRINGDALE RD SW,ATLANTA,GA,30315,2015/05/12,97
1-1227,Foxy Lady,1635 MORELAND AVE,ATLANTA,GA,30316,2015/04/22,95
1-28277,Fredrick Douglas High School,225 HAMILTON E. HOLMES DR NW,ATLANTA,GA,30318,2015/03/09,97
1-28278,Fredrick Douglas High School Hospitality Kitchen,225 HAMILTON E. HOLMES DR NW,ATLANTA,GA,30318,2015/03/09,100
1-31395,Fresh 2 Order,10900 MEDLOCK BRIDGE RD UNIT 201,JOHNS CREEK,GA,30097,2015/04/15,96
1-31395,Fresh 2 Order,10900 MEDLOCK BRIDGE RD UNIT 201,JOHNS CREEK,GA,30097,2015/04/07,79
1-31742,Fresh 4U,1937 PEACHTREE ST STE B,ATLANTA,GA,30309,2015/04/27,96
1-29313,Fresh To Order,860 PEACHTREE ST STE B,ATLANTA,GA,30308,2015/01/12,96
1-29313,Fresh To Order,860 PEACHTREE ST STE B,ATLANTA,GA,30308,2015/01/07,74
1-29662,Fresh To Order F2O,6125 ROSWELL RD STE 300,SANDY SPRINGS,GA,30328,2015/04/03,85
1-32373,Freshman  Dining Hall Georgia State,160 EDGEWOOD AVE,ATLANTA,GA,30303,2015/04/29,97
1-27837,Fried Rice King Restaurant,7490 OLD NATIONAL HWY STE 900,RIVERDALE,GA,30296,2015/01/13,95
1-15960,Fritti,311 NORTH HIGHLAND AVE,ATLANTA,GA,30307,2015/05/20,90
1-10596,Front Page News,1104 CRESCENT AVE,ATLANTA,GA,30309,2015/05/21,100
1-10596,Front Page News,1104 CRESCENT AVE,ATLANTA,GA,30309,2015/05/20,72
1-29745,Frys Electronics Inc,3065 WEBB RD,ALPHARETTA,GA,30004,2015/03/05,84
FSP-060-000005,Fuddruckers,6360 NORTH POINT PKWY,ALPHARETTA,GA,30022,2015/01/12,98
1-32009,Fuego Mundo,5590 ROSWELL RD NE STE 120,SANDY SPRINGS,GA,30342,2015/04/13,85
1-32009,Fuego Mundo,5590 ROSWELL RD NE STE 120,SANDY SPRINGS,GA,30342,2015/01/22,90
FSP-060-001139,Full Cup,3794 ROSWELL RD,ATLANTA,GA,30342,2015/05/19,90
1-32621,Fulton County Jail Officers Dining Area Upstairs,901 RICE ST,ATLANTA,GA,30305,2015/01/22,99
1-32622,Fulton County Jail Officers Dining Area Downstair,901 RICE ST,ATLANTA,GA,30305,2015/01/22,100
FSP-060-002384,Fulton Leadership Academy,1706 WASHINGTON RD,EAST POINT,GA,30344,2015/04/03,97
FSP-060-002384,Fulton Leadership Academy,1706 WASHINGTON RD,EAST POINT,GA,30344,2015/04/03,97
1-31417,Fulton Science Academy High school,4100 OLD MILTON PKWY,ALPHARETTA,GA,30005,2015/03/24,100
1-31417,Fulton Science Academy High school,4100 OLD MILTON PKWY,ALPHARETTA,GA,30005,2015/03/04,100
FSP-060-001323,Fulton Sunshine Academy,1335 NORTHMEADOW PKWY STE 100,ROSWELL,GA,30076,2015/04/02,100
FSP-060-000354,Funnel Cakes L24,1 GEORGIA DOME DR,ATLANTA,GA,30313,2015/02/13,100
FSP-060-000358,Funnel Cakes L50,1 GEORGIA DOME DR,ATLANTA,GA,30313,2015/02/13,100
1-23503,GA Towns Elementary,760 BOLTON RD NW,ATLANTA,GA,30331,2015/03/02,99
2-31737,GA Magnet Charter SchHapeville Career Acad High Sch,6045 BUFFINGTON BLDG A,UNION CITY,GA,30349,2015/03/25,97
FSP-060-000119,Gallas Pizza,1155 MOUNT VERNON RD,ATLANTA,GA,30338,2015/01/09,95
FSP-060-001764,GameX Bar,275 BAKER ST STE B,ATLANTA,GA,30313,2015/05/22,99
FSP-060-001763,GameX Main,275 BAKER ST STE B,ATLANTA,GA,30313,2015/05/22,91
FSP-060-002546,Garden Hills Concessions,355 PINETREE DRIVE NE,ATLANTA,GA,30305,2015/05/06,96
1-23327,Garden Hills Elementary,285 SHERIDAN DR NW,ATLANTA,GA,30306,2015/05/06,100
2-31607,GE Capital,4125 WINDWARD PLZ,ALPHARETTA,GA,30005,2015/01/28,96
1-32507,Genki Noodles & Sushi,5590 ROSWELL RD STE 100,ATLANTA,GA,30342,2015/04/02,87
1-31491,Genki Sushi & Yakitori,3186 ROSWELL RD N,ATLANTA,GA,30305,2015/06/01,89
1-28467,Georgia Aquarium Ballroom,225 BAKER ST,ATLANTA,GA,30313,2015/04/22,87
1-28464,Georgia Aquarium Food Court,225 BAKER ST,ATLANTA,GA,30313,2015/04/22,87
1-28464,Georgia Aquarium Food Court,225 BAKER ST,ATLANTA,GA,30313,2015/04/22,87
FSP-060-002105,Georgia Baptist Homes & Family Ministries,9250 HUTCHESON FERRY RD,PALMETTO,GA,30268,2015/02/19,95
1-32721,Georgia Cafe,600 W PEACHTREE ST NW STE 40,ATLANTA,GA,30308,2015/05/15,92
2-31779,Georgia Tech  ChickFilA Wenn Student Center,350 FERST DR NW 1ST FLOOR COMMONS,ATLANTA,GA,30332,2015/04/21,100
FSP-060-002419,Georgia Tech Hotel and Conference Center Kitchen,800 SPRING ST NW,ATLANTA,GA,30308,2015/05/13,100
FSP-060-002419,Georgia Tech Hotel and Conference Center Kitchen,800 SPRING ST NW,ATLANTA,GA,30308,2015/05/12,78
1-31529,Georgia World Congress Center  American Grill,285 ANDREW YOUNG INTERNATIONAL BLVD,ATLANTA,GA,30303,2015/03/26,100
1-31534,Georgia World Congress Center  Asia Concession,285 ANDREW YOUNG INTERNATIONAL BLVD,ATLANTA,GA,30303,2015/03/26,100
1-31548,Georgia World Congress Center  Burger Burger  B2,285 ANDREW YOUNG INTERNATIONAL BLVD,ATLANTA,GA,30303,2015/02/13,100
1-31541,Georgia World Congress Center  Burger Burger A2,285 ANDREW YOUNG INTERNATIONAL BLVD,ATLANTA,GA,30303,2015/02/23,100
1-31550,Georgia World Congress Center  Cafe Cornucopia B2,285 ANDREW YOUNG INTERNATIONAL BLVD,ATLANTA,GA,30303,2015/02/13,100
1-31551,Georgia World Congress Center  Concession Std B3,285 ANDREW YOUNG INTERNATIONAL BLVD,ATLANTA,GA,30303,2015/02/13,100
1-31559,Georgia World Congress Center  Concession Std C4,285 ANDREW YOUNG INTERNATIONAL BLVD,ATLANTA,GA,30303,2015/03/26,96
1-31559,Georgia World Congress Center  Concession Std C4,285 ANDREW YOUNG INTERNATIONAL BLVD,ATLANTA,GA,30303,2015/03/26,100
1-31542,Georgia World Congress Center  Crave  A3,285 ANDREW YOUNG INTERNATIONAL BLVD,ATLANTA,GA,30303,2015/02/23,95
1-31549,Georgia World Congress Center  Food Works  B2,285 ANDREW YOUNG INTERNATIONAL BLVD,ATLANTA,GA,30303,2015/02/13,100
1-31538,Georgia World Congress Center  GA Barbecue,285 ANDREW YOUNG INTERNATIONAL BLVD,ATLANTA,GA,30303,2015/03/26,100
1-31538,Georgia World Congress Center  GA Barbecue,285 ANDREW YOUNG INTERNATIONAL BLVD,ATLANTA,GA,30303,2015/03/26,100
1-31536,Georgia World Congress Center  Idaho Concession,285 ANDREW YOUNG INTERNATIONAL BLVD,ATLANTA,GA,30303,2015/03/31,100
1-31572,Georgia World Congress Center  Mexico Concession,285 ANDREW YOUNG INTERNATIONAL BLVD,ATLANTA,GA,30303,2015/03/26,100
1-31546,Georgia World Congress Center  Outtakes,285 ANDREW YOUNG INTERNATIONAL BLVD,ATLANTA,GA,30303,2015/02/22,100
1-31543,Georgia World Congress Center  Park Deli  A3,285 ANDREW YOUNG INTERNATIONAL BLVD,ATLANTA,GA,30303,2015/02/23,96
1-31535,Georgia World Congress Center  Roma Concession,285 ANDREW YOUNG INTERNATIONAL BLVD,ATLANTA,GA,30303,2015/03/26,100
1-31540,Georgia World Congress Center  Shaken  A1,285 ANDREW YOUNG INTERNATIONAL BLVD,ATLANTA,GA,30303,2015/02/23,98
1-31532,Georgia World Congress Center  Vienna Concession,285 ANDREW YOUNG INTERNATIONAL BLVD,ATLANTA,GA,30303,2015/03/26,100
1-31555,Georgia World Congress Center Outtakes B400,285 ANDREW YOUNG INTERNATIONAL BLVD,ATLANTA,GA,30303,2015/02/13,100
FSP-060-002451,Georgian Terrace Butcher Shop,659 PEACHTREE ST,ATLANTA,GA,30308,2015/02/24,100
FSP-060-002454,Georgian Terrace Cafe Mims,659 PEACHTREE ST,ATLANTA,GA,30308,2015/02/24,100
FSP-060-002452,Georgian Terrace Livingtson Restaurant & Bar,659 PEACHTREE ST,ATLANTA,GA,30308,2015/02/24,100
FSP-060-002450,Georgian Terrace Main Kitchen,659 PEACHTREE ST,ATLANTA,GA,30308,2015/02/24,96
FSP-060-002453,Georgian Terrace Proof & Provision,659 PEACHTREE ST,ATLANTA,GA,30308,2015/02/24,100
1-31547,Georiga World Congress Center  ChickFilA,285 ANDREW YOUNG INTERNATIONAL BLVD,ATLANTA,GA,30303,2015/03/26,99
1-12845,Ghion Cultural Hall,2080 CHESHIRE BRIDGE RD,ATLANTA,GA,30324,2015/03/26,100
1-23374,Gideons Elementary School,897 WELCH ST SW,ATLANTA,GA,30310,2015/04/28,100
1-24925,Ginseng Chinese Cafe,52 BROAD ST NW,ATLANTA,GA,30303,2015/05/07,95
2-31573,Gizmos Bar & Grill,24 WEST BROAD ST,FAIRBURN,GA,30213,2015/04/17,92
FSP-060-000612,Gladys Knight Signature Chicken & Waffles,529 PEACHTREE ST,ATLANTA,GA,30329,2015/04/08,94
FSP-060-000612,Gladys Knight Signature Chicken & Waffles,529 PEACHTREE ST,ATLANTA,GA,30329,2015/03/26,79
FSP-060-002045,Gladys Knight Signature Chicken & Waffles  Bar,3752 CASCADE RD,ATLANTA,GA,30331,2015/03/16,96
1-18266,GNC Smoothie Shop,3695 CASCADE RD STE - H,ATLANTA,GA,30331,2015/04/27,85
1-1291,Goldbergs Bagel Company,4383 ROSWELL RD,ATLANTA,GA,30342,2015/05/07,90
1-14509,Goldbergs Bagels And Deli,1272 WEST PACES FERRY RD,ATLANTA,GA,30327,2015/03/24,79
1-31784,Golden Krust,6025 OLD NATIONAL HWY STE B,COLLEGE PARK,GA,30349,2015/05/15,93
FSP-060-000056,Goodfellas Pizza & Wings,615 SPRING ST NW,ATLANTA,GA,30308,2015/01/05,90
1-24891,Gordon  Biersch Brewery Restaurant,848 PEACHTREE ST NE,ATLANTA,GA,30308,2015/05/28,91
1-31367,Gordon Biersch  2,3242 PEACHTREE RD,ATLANTA,GA,30305,2015/02/19,91
1-31367,Gordon Biersch  2,3242 PEACHTREE RD,ATLANTA,GA,30305,2015/02/04,74
FSP-060-001119,Gourmet Twist 2,285 ANDREW YOUNG INTERNATIONAL BLVD,ATLANTA,GA,30303,2015/03/26,100
FSP-060-001119,Gourmet Twist 2,285 ANDREW YOUNG INTERNATIONAL BLVD,ATLANTA,GA,30303,2015/02/13,100
FSP-060-000156,Gourmet Twists,285 ANDREW YOUNG INTERNATIONAL BLVD,ATLANTA,GA,30305,2015/03/31,99
1-23383,Grady High School,929 CHARLES ALLEN DR NE,ATLANTA,GA,30309,2015/04/03,100
1-30431,Grady Hospital Main Cafeteria,80 JESSE HILL JR DR,ATLANTA,GA,30303,2015/04/20,99
1-30431,Grady Hospital Main Cafeteria,80 JESSE HILL JR DR,ATLANTA,GA,30303,2015/03/05,87
FSP-060-002249,Grand Buffet,4365 FULTON INDUSTRIAL BLVD SW,ATLANTA,GA,30336,2015/01/22,94
1-1329,Grant Central Pizza,451 CHEROKEE AVE SE,ATLANTA,GA,30312,2015/04/15,95
1-32744,Grant Park Coffeehouse,753-A CHEROKEE AVE SE,ATLANTA,GA,30315,2015/04/15,96
1-24728,Great Wall Chinese Restaurant,6075 OLD NATIONAL HWY STE M,COLLEGE PARK,GA,30349,2015/03/25,94
1-24728,Great Wall Chinese Restaurant,6075 OLD NATIONAL HWY STE M,COLLEGE PARK,GA,30349,2015/03/13,70
1-13052,Great Wraps,1 CNN CENTER STE 227,ATLANTA,GA,30303,2015/05/29,83
FSP-060-001295,Grecian Gyro,11035 MEDLOCK BRIDGE RD STE 50,DULUTH,GA,30097,2015/04/06,96
FSP-060-002673,Green Tree Restaurant,3259 DOGWOOD DR,HAPEVILLE,GA,30354,2015/02/18,87
FSP-060-002673,Green Tree Restaurant,3259 DOGWOOD DR,HAPEVILLE,GA,30354,2015/02/04,74
FSP-060-000275,Greystone  Piedmont Park Concession Stand,400 PARK DR STE C,ATLANTA,GA,30306,2015/05/14,99
FSP-060-000275,Greystone  Piedmont Park Concession Stand,400 PARK DR STE C,ATLANTA,GA,30306,2015/03/25,96
FSP-060-000276,Greystone  Piedmont Park Warming Kitchen,400 PARK DR STE D,ATLANTA,GA,30306,2015/05/14,99
FSP-060-000276,Greystone  Piedmont Park Warming Kitchen,400 PARK DR STE D,ATLANTA,GA,30306,2015/03/25,96
FSP-060-000630,Grill  North Ave,120 NORTH AVE,ATLANTA,GA,30313,2015/03/12,98
FSP-060-001750,Grill Works Support Kitchen,350 SPELMAN LN,ATLANTA,GA,30314,2015/04/28,100
FSP-060-000541,Grindhouse Killer Burgers,1842 PIEDMONT AVE,ATLANTA,GA,30324,2015/02/27,98
1-23304,Grove Park Elementary School,20 EVELYN WAY,ATLANTA,GA,30318,2015/03/10,100
1-29333,Grown Folks Cafe And Bar,5495 OLD NATIONAL HWY,COLLEGE PARK,GA,30349,2015/03/27,95
FSP-060-000806,Gutbusters,5495 CASCADE RD STE 103,ATLANTA,GA,30331,2015/05/28,91
1-31504,GWCC Get Away Cafe,285 ANDREW YOUNG INTERNATIONAL BLVD,ATLANTA,GA,30303,2015/02/23,100
1-31405,GWCC Main Kitchen Ballroom 5Th Floor,285 ANDREW YOUNG INTERNATIONAL BLVD,ATLANTA,GA,30303,2015/02/13,100
1-31503,GWCCC Kitchen 3Rd Floor,285 ANDREW YOUNG INTERNATIONAL BLVD,ATLANTA,GA,30303,2015/03/26,100
1-31575,GWCCFood World Kitchen,285 ANDREW YOUNG INTERNATIONAL BLVD,ATLANTA,GA,30303,2015/03/26,95
FSP-060-000967,Gyro King,5841 ROSWELL RD STE 101,ATLANTA,GA,30328,2015/01/27,100
FSP-060-001210,Gyro King,85 FIFTH ST,ATLANTA,GA,30308,2015/02/09,95
1-18870,Haagen  Dazs,2178 NORTH POINT CIR,ALPHARETTA,GA,30022,2015/01/09,96
FSP-060-001424,Haiku,5966 NORTH POINT PKWY,ALPHARETTA,GA,30022,2015/04/03,97
1-22986,Hamilton E Holmes Elementary School,2301 CONNALLY DR,EAST POINT,GA,30344,2015/03/11,93
2-31784,Hammers Beach Bar,898 VIRGINIA AVE,HAPEVILLE,GA,30354,2015/04/14,92
FSP-060-002690,Hampton Inn & Suites Atlanta Airport West Restaurant,3450 CREEK POINTE DR,ATLANTA,GA,30344,2015/05/11,95
1-18583,Hampton Inn And Suites,3450 BOBBY BROWN PKWY,ATLANTA,GA,30344,2015/05/12,100
FSP-060-002976,Hampton Inn Atlanta Buckhead,3398 PIEDMONT CLB,ATLANTA,GA,30305,2015/03/10,100
FSP-060-002976,Hampton Inn Atlanta Buckhead,3398 PIEDMONT CLB,ATLANTA,GA,30305,2015/01/02,0
1-32087,Hapeville Career Academy  Middle School,6045 BUFFINGTON RD,UNION CITY,GA,30349,2015/03/25,100
1-26413,Hapeville Charter Middle School,3535 SOUTH FULTON AVE,HAPEVILLE,GA,30354,2015/03/17,97
1-1387,Hapeville Elementary School,3440 NORTH FULTON AVE,HAPEVILLE,GA,30354,2015/04/16,100
1-28594,Hapeville Manor Assisted Living Facility Inc,601 COLEMAN ST,HAPEVILLE,GA,30354,2015/04/23,99
1-23774,Hapeville Neighborhood Senior Center,527 KING ARNOLD ST,HAPEVILLE,GA,30354,2015/02/11,96
FSP-060-000095,Happy Buddha,1457 VIRGINIA AVE,COLLEGE PARK,GA,30337,2015/02/02,84
1-21073,Happy Sumo Inc,1155-A MOUNT VERNON HWY,ATLANTA,GA,30338,2015/04/07,92
1-23409,HarperArcher Middle School,3399 COLLIER DR NW,ATLANTA,GA,30331,2015/03/02,98
1-1409,Harriet Tubman Elementary School,2861 LAKESHORE DR,COLLEGE PARK,GA,30337,2015/03/18,99
1-14017,Harriett G Darnell Senior Multipurpose Facility  FSP,677 FAIRBURN RD NW,ATLANTA,GA,30331,2015/04/22,97
FSP-060-002818,Havana Club,3112 PIEDMONT RD NE,ATLANTA,GA,30305,2015/04/28,100
FSP-060-002820,Havana Club Gallery,3112 PIEDMONT RD,ATLANTA,GA,30305,2015/04/29,100
FSP-060-002821,Havana Club Studio,3112 PIEDMONT RD,ATLANTA,GA,30305,2015/04/28,100
1-1422,Haynes Bridge Middle School,10665 HAYNES BRIDGE,ALPHARETTA,GA,30201,2015/03/09,100
1-1424,Heards Ferry Elementary School,1050 HEARDS FERRY,ATLANTA,GA,30328,2015/03/11,100
1-31428,Hearth Pizza Tavern,5992 ROSWELL RD,SANDY SPRINGS,GA,30328,2015/02/04,92
1-31428,Hearth Pizza Tavern,5992 ROSWELL RD,SANDY SPRINGS,GA,30328,2015/01/22,74
1-23476,Helene S Mills Multipurpose Facility,515 JOHN WESLEY DOBBS AVE,ATLANTA,GA,30312,2015/01/26,95
FSP-060-001873,Henrys Midtown,132 10TH ST NE,ATLANTA,GA,30309,2015/06/04,77
1-23286,Heritage Academy,3500 BLAIR VILLA DR SE,ATLANTA,GA,30354,2015/04/14,99
1-14817,Heritage Elementary School,2600 JOLLY,COLLEGE PARK,GA,30349,2015/03/12,99
1-14817,Heritage Elementary School,2600 JOLLY,COLLEGE PARK,GA,30349,2015/03/11,85
2-31738,Highland Bakery Midtown At 1180,1180 PEACHTREE ST NE STE L-C,ATLANTA,GA,30309,2015/02/27,98
FSP-060-000580,Highland Buckhead,3353 PEACHTREE RD NE STE 100,ATLANTA,GA,30305,2015/05/20,96
1-1447,Highpoint Elementary School,520 GREENLAND,ATLANTA,GA,30342,2015/04/20,99
1-18795,Hillside Elementary,9250 SCOTT,ROSWELL,GA,30076,2015/03/10,100
1-1448,Hilton Airport Main Kitchen,1031 VIRGINIA AVE,HAPEVILLE,GA,30354,2015/02/19,95
1-31970,Hilton Atlanta Hotel Market Place Restaurant,255 COURTLAND ST NE,ATLANTA,GA,30303,2015/03/23,89
1-31970,Hilton Atlanta Hotel Market Place Restaurant,255 COURTLAND ST NE,ATLANTA,GA,30303,2015/03/23,89
1-31972,Hilton Atlanta Hotel Southern Elements Restaurant,255 COURTLAND ST NE,ATLANTA,GA,30303,2015/03/23,91
FSP-060-001500,Hilton Garden Inn,4025 WINDWARD PLAZA,ALPHARETTA,GA,30005,2015/03/06,93
1-17907,Hilton Garden Inn,10975 GEORGIA LN,ALPHARETTA,GA,30022,2015/01/29,92
1-25062,Hilton Garden Inn,2301 SULLIVAN RD,COLLEGE PARK,GA,30337,2015/01/28,90
FSP-060-001598,Hilton Garden Inn Midtown Atlanta  Bar,97 10TH ST,ATLANTA,GA,30309,2015/04/21,100
FSP-060-001599,Hilton Garden Inn Midtown Atlanta Main Kitchen,97 10TH ST,ATLANTA,GA,30309,2015/04/21,86
1-30317,Hilton Pastry Kitchen,255 COURTLAND ST,ATLANTA,GA,30303,2015/04/08,97
1-30327,Hilton Employee Kitchen,255 COURTLAND ST,ATLANTA,GA,30303,2015/03/23,96
1-1454,Holcomb Bridge Middle School,2700 HOLCOMB BRIDGE,ALPHARETTA,GA,30022,2015/03/23,100
1-27909,Hole In The Wall,3177 PEACHTREE,ATLANTA,GA,30305,2015/03/26,99
FSP-060-001495,Holiday Inn & Suites    Kitchen,1380 VIRGINIA AVE,ATLANTA,GA,30344,2015/05/05,99
FSP-060-001495,Holiday Inn & Suites    Kitchen,1380 VIRGINIA AVE,ATLANTA,GA,30344,2015/04/30,79
FSP-060-000150,Holiday Inn Express and Suites,3833 PRINCETON LAKES CT,ATLANTA,GA,30331,2015/05/11,96
1-1463,Holy Innocents  Lower School,805 MOUNT VERNON HWY,ATLANTA,GA,30327,2015/04/13,98
1-1464,Holy Innocents  Upper School,805 MOUNT VERNON HWY,ATLANTA,GA,30327,2015/04/13,90
1-13502,Holy Redeemer School Cafeteria,3380 OLD ALABAMA RD,ALPHARETTA,GA,30022,2015/03/11,97
1-27176,Holy Spirit Preparatory School,4820 LONG ISLAND DR,SANDY SPRINGS,GA,30342,2015/04/16,96
1-25703,Holy Spirit Prepatory School  Upper School,4449 NORTHSIDE DR NW,ATLANTA,GA,30327,2015/04/13,97
FSP-060-002778,Homewood Suites,3405 BOBBY BROWN PKWY,ATLANTA,GA,30344,2015/05/12,92
1-31291,Homewood Suites Atlanta Buckhead,3566 PIEDMONT RD,ATLANTA,GA,30305,2015/03/13,90
FSP-060-001600,Homewood Suites Midtown Atlanta Main Kitchen,97 10TH ST,ATLANTA,GA,30309,2015/04/21,96
FSP-060-001648,Honey Bubble,798 PONCE DE LEON AVE,ATLANTA,GA,30314,2015/04/30,99
FSP-060-002337,Hong Kong City,810 RALPH DAVID ABERNATHY BLVD,ATLANTA,GA,30310,2015/01/22,87
1-20299,Hooters Of  Peachtree Street,209 PEACHTREE ST,ATLANTA,GA,30303,2015/03/06,90
1-25302,Hopewell Middle School,13060 COGBURN,ALPHARETTA,GA,30004,2015/03/24,100
1-1481,Horseradish Grill,4320 POWERS FERRY RD,ATLANTA,GA,30342,2015/03/30,96
1-1481,Horseradish Grill,4320 POWERS FERRY RD,ATLANTA,GA,30342,2015/03/23,73
1-29640,Hotel 400,1500 MARKET BLVD,ROSWELL,GA,30076,2015/01/28,96
FSP-060-002220,Hotel Indigo  Food Service,1776 HARVARD AVE,ATLANTA,GA,30337,2015/05/28,91
1-30271,Hotel Indigo Atlanta Midtown,683 PEACHTREE ST NE,ATLANTA,GA,30308,2015/04/28,90
FSP-060-001633,HP Alpharetta Cafe,5555 WINDWARD PKWY,ALPHARETTA,GA,30004,2015/04/13,98
1-32541,Hudson Grille,942 PEACHTREE ST NE,ATLANTA,GA,30309,2015/04/30,87
1-32542,Hudson Grille,942 PEACHTREE ST NE,ATLANTA,GA,30309,2015/04/30,100
FSP-060-001009,Hudson Grille Sandy Springs,6317 ROSWELL RD,ATLANTA,GA,30328,2015/04/06,87
FSP-060-000383,Hughes Spalding Childrens Hospital Cafe,"35 JESSE HILL JR., DR SE",ATLANTA,GA,30303,2015/01/28,100
1-23289,Humphries Elementary School,3029 HUMPHRIES DR SE,ATLANTA,GA,30354,2015/04/14,95
1-1513,Hunan Gourmet Restaurant,6070 SANDY SPRING CIR,ATLANTA,GA,30328,2015/01/30,82
1-1516,Huntcliff Summit,8592 ROSWELL RD,ATLANTA,GA,30350,2015/01/06,96
1-23292,Hutchinson Elementary School,650 CLEVELAND AVE,ATLANTA,GA,30315,2015/04/01,99
1-29261,Hyatt Place Atlanta Airport North,3415 NORMAN BERRY DR,EAST  POINT,GA,30344,2015/05/12,90
1-20981,Ichaban,5306 WINDWARD PKWY STE A,ALPHARETTA,GA,30004,2015/04/06,93
1-29942,Ideal Sports Bar,1953 LAKEWOOD AVE,ATLANTA,GA,30315,2015/05/12,96
1-29942,Ideal Sports Bar,1953 LAKEWOOD AVE,ATLANTA,GA,30315,2015/05/04,79
FSP-060-001437,IHOP,2510 FLAT SHOALS RD,ATLANTA,GA,30349,2015/05/12,91
1-27121,IKEA Georgia LLC Bistro 1St Floor,441 16TH ST NW,ATLANTA,GA,30363,2015/04/13,96
1-27120,IKEA Georgia LLCRestaurant 2Nd Floor,441 16TH ST NW,ATLANTA,GA,30363,2015/04/13,98
1-18601,Iklas Superb Sea Food,1437 CAMPBELLTON RD,ATLANTA,GA,30311,2015/03/06,94
1-30235,Il Forno NY Pizza & Pasta II,5680 ROSWELL UNIT A,SANDY SPRINGS,GA,30342,2015/04/13,91
1-30235,Il Forno NY Pizza & Pasta II,5680 ROSWELL UNIT A,SANDY SPRINGS,GA,30342,2015/04/06,77
FSP-060-000606,Il MIO IL TUO INC,800 PEACHTREE ST STE F1,ATLANTA,GA,30308,2015/02/26,100
FSP-060-000606,Il MIO IL TUO INC,800 PEACHTREE ST STE F1,ATLANTA,GA,30308,2015/02/24,75
1-30011,Independence High School,86 SCHOOL DR,ALPHARETTA,GA,30004,2015/03/26,100
FSP-060-000142,Induction Cart 1,285 ANDREW YOUNG INTERNATIONAL BLVD,ATLANTA,GA,30313,2015/03/26,100
FSP-060-000142,Induction Cart 1,285 ANDREW YOUNG INTERNATIONAL BLVD,ATLANTA,GA,30313,2015/02/13,100
FSP-060-000144,Induction Cart 2,285 ANDREW YOUNG INTERNATIONAL BLVD,ATLANTA,GA,30313,2015/02/13,100
FSP-060-000145,Induction Cart 3,285 ANDREW YOUNG INTERNATIONAL BLVD,ATLANTA,GA,30313,2015/02/13,100
FSP-060-000147,Induction Cart 4,285 ANDREW YOUNG INTERNATIONAL BLVD,ATLANTA,GA,30313,2015/02/13,100
FSP-060-000146,Induction Cart 5,285 ANDREW YOUNG INTERNATIONAL BLVD,ATLANTA,GA,30313,2015/02/13,100
FSP-060-002417,Industry Tavern,3280 PEACHTREE RD STE 185&187,ATLANTA,GA,30305,2015/02/12,95
FSP-060-002417,Industry Tavern,3280 PEACHTREE RD STE 185&187,ATLANTA,GA,30305,2015/02/05,70
1-23381,Inman Middle School,774 VIRGINIA AVE NE,ATLANTA,GA,30306,2015/04/03,100
1-30808,Inman Perk Coffee,240-A NORTH HIGHLAND AVE,ATLANTA,GA,30307,2015/04/21,87
FSP-060-001272,Insignia of Sandy Springs,690 MOUNT VERNON HWY,SANDY SPRINGS,GA,30328,2015/04/03,98
FSP-060-001272,Insignia of Sandy Springs,690 MOUNT VERNON HWY,SANDY SPRINGS,GA,30328,2015/03/24,78
2-31780,Intercontinental Buckhead Atlanta Employee Cafeter,3315 PEACHTREE RD NE,ATLANTA,GA,30326,2015/04/15,99
2-31775,Intercontinental Buckhead Banquet,3315 PEACHTREE ST,ATLANTA,GA,30326,2015/04/15,97
